Strain,Dye,Time,Fold_change
iFAST,CORAL,20,2.328233658
iFAST,CORAL,20,8.899860918
iFAST,CORAL,20,4.168289291
iFAST,CORAL,20,8.899860918
iFAST,CORAL,20,212.8831711
iFAST,CORAL,20,7.134909597
iFAST,CORAL,20,2.741307371
iFAST,CORAL,20,2.440890125
iFAST,CORAL,20,3.529902643
iFAST,CORAL,20,1.23922114
iFAST,CORAL,20,1.426981919
iFAST,CORAL,20,1.915159944
iFAST,CORAL,20,6.872044506
iFAST,CORAL,20,3.867872045
iFAST,CORAL,20,2.92906815
iFAST,CORAL,20,4.61891516
iFAST,CORAL,20,3.041724618
iFAST,CORAL,20,6.458970793
iFAST,CORAL,20,2.703755216
iFAST,CORAL,20,2.92906815
iFAST,CORAL,20,2.253129346
iFAST,CORAL,20,3.004172462
iFAST,CORAL,25,16.33518776
iFAST,CORAL,25,9.312934631
iFAST,CORAL,25,14.23226704
iFAST,CORAL,25,7.510431154
iFAST,CORAL,25,12.31710709
iFAST,CORAL,25,3.267037552
iFAST,CORAL,25,16.78581363
iFAST,CORAL,25,8.712100139
iFAST,CORAL,25,1.464534075
iFAST,CORAL,25,0.075104312
iFAST,CORAL,25,1.727399166
iFAST,CORAL,25,8.336578581
iFAST,CORAL,25,0.225312935
iFAST,CORAL,25,0.375521558
iFAST,CORAL,25,3.717663421
iFAST,CORAL,25,3.229485396
iFAST,CORAL,25,7.435326843
iFAST,CORAL,25,5.59527121
iFAST,CORAL,25,0.863699583
iFAST,CORAL,25,0.638386648
iFAST,CORAL,25,1.464534075
iFAST,CORAL,25,4.994436718
iFAST,CORAL,25,2.515994437
iFAST,CORAL,25,0.938803894
iFAST,CORAL,25,1.389429764
iFAST,CORAL,25,0.788595271
iFAST,CORAL,25,1.577190542
iFAST,CORAL,25,3.304589708
iFAST,CORAL,25,0.97635605
iFAST,CORAL,25,0.450625869
iFAST,CORAL,25,1.164116829
iFAST,CORAL,25,1.051460362
iFAST,CORAL,25,1.426981919
iFAST,CORAL,25,0.938803894
iFAST,CORAL,25,0.788595271
iFAST,CORAL,25,0.71349096
iFAST,CORAL,25,0.525730181
iFAST,CORAL,25,0.525730181
iFAST,CORAL,25,1.877607789
iFAST,CORAL,25,0.300417246
iFAST,CORAL,25,0.300417246
iFAST,CORAL,25,0.112656467
iFAST,CORAL,25,0.375521558
iFAST,CORAL,25,0.375521558
iFAST,CORAL,25,0.225312935
SN152,CORAL,-5,1.532668519
SN152,CORAL,-5,0.897171816
SN152,CORAL,-5,0.518009918
SN152,CORAL,-5,0.384502207
SN152,CORAL,-5,1.030679527
SN152,CORAL,-5,0.720941638
SN152,CORAL,-5,0.336439431
SN152,CORAL,-5,0.640837012
SN152,CORAL,-5,0.865129966
SN152,CORAL,-5,1.281674023
SN152,CORAL,-5,1.142826004
SN152,CORAL,-5,0.501988992
SN152,CORAL,-5,0.518009918
SN152,CORAL,-5,1.217590322
SN152,CORAL,-5,0.17088987
SN152,CORAL,-5,0.34177974
SN152,CORAL,-5,0.501988992
SN152,CORAL,-5,0.283036347
SN152,CORAL,-5,0.27235573
SN152,CORAL,-5,1.259549888
SN152,CORAL,-5,1.15274372
SN152,CORAL,-5,1.120701869
SN152,CORAL,-5,0.70949812
SN152,CORAL,-5,1.099340635
SN152,CORAL,-5,0.923110457
SN152,CORAL,-5,0.474524549
SN152,CORAL,-5,1.393057599
SN152,CORAL,-5,1.120701869
SN152,CORAL,-5,3.722194976
SN152,CORAL,-5,4.907743447
SN152,CORAL,-5,0.982616751
SN152,CORAL,-5,0.518009918
SN152,CORAL,-5,1.93853196
SN152,CORAL,-5,0.752983489
SN152,CORAL,-5,0.913192742
SN152,CORAL,-5,1.062721378
SN152,CORAL,-5,0.47528745
SN152,CORAL,-5,1.319056182
SN152,CORAL,-5,0.891831508
SN152,CORAL,-5,0.736962563
SN152,CORAL,-5,0.480627759
SN152,CORAL,-5,0.886491199
SN152,CORAL,2,16.32465533
SN152,CORAL,2,11.78539317
SN152,CORAL,2,9.39293499
SN152,CORAL,2,10.25272465
SN152,CORAL,2,7.572557354
SN152,CORAL,2,8.592556264
SN152,CORAL,2,7.588578279
SN152,CORAL,2,11.12386246
SN152,CORAL,2,13.18522151
SN152,CORAL,2,11.9729715
SN152,CORAL,2,22.76726064
SN152,CORAL,2,37.53855376
SN152,CORAL,2,28.73772546
SN152,CORAL,2,24.11835867
SN152,CORAL,5,18.38668192
SN152,CORAL,5,16.42144842
SN152,CORAL,5,71.64023759
SN152,CORAL,5,106.3842842
SN152,CORAL,5,41.57430113
SN152,CORAL,5,49.30172743
SN152,CORAL,5,67.59762411
SN152,CORAL,5,40.8673778
SN152,CORAL,5,175.7742494
SN152,CORAL,5,113.7786088
SN152,CORAL,5,148.6241213
SN152,CORAL,5,44.88328974
SN152,CORAL,5,47.12621928
SN152,CORAL,5,36.40822026
SN152,CORAL,5,48.0874748
SN152,CORAL,5,136.4054956
SN152,CORAL,5,140.7258051
SN152,CORAL,5,222.7142254
SN152,CORAL,5,157.4770176
SN152,CORAL,5,156.9269658
SN152,CORAL,5,87.27866329
SN152,CORAL,10,4.710152035
SN152,CORAL,10,5.473816141
SN152,CORAL,10,5.639365702
SN152,CORAL,10,7.337583783
SN152,CORAL,10,8.53915318
SN152,CORAL,10,6.477794126
SN152,CORAL,10,28.98719416
SN152,CORAL,10,7.759468149
SN152,CORAL,10,9.436324996
SN152,CORAL,10,16.70448477
SN152,CORAL,10,22.57348373
SN152,CORAL,15,3.684812817
SN152,CORAL,15,3.97852978
SN152,CORAL,15,4.934444989
SN152,CORAL,15,5.057272083
SN152,CORAL,15,6.830254482
SN152,CORAL,15,7.182714838
SN152,CORAL,15,8.939676312
SN152,CORAL,15,10.10786878
SN152,CORAL,15,10.98367936
SN152,CORAL,15,13.18922675
SN152,CORAL,15,8.719388589
SN152,CORAL,15,10.61519808
SN152,CORAL,15,14.02231486
SN152,CORAL,15,11.09582584
SN152,CORAL,15,14.32137213
SN152,CORAL,15,5.959784208
SN152,CORAL,15,5.601983543
SN152,CORAL,15,5.655386627
SN152,CORAL,15,4.395073838
SN152,CORAL,15,8.613917498
SN152,CORAL,15,4.240204893
SN152,CORAL,20,3.935807313
SN152,CORAL,20,2.269631083
SN152,CORAL,20,1.415181734
SN152,CORAL,20,2.269631083
SN152,CORAL,20,1.56471037
SN152,CORAL,20,1.901149801
SN152,CORAL,20,3.796291755
SN152,CORAL,20,5.371682742
SN152,CORAL,20,22.48203095
SN152,CORAL,20,3.518595717
SN152,CORAL,20,3.534616642
SN152,CORAL,20,3.518595717
SN152,CORAL,20,5.099327012
SN152,CORAL,20,5.969797286
SN152,CORAL,20,6.16204839
SN152,CORAL,20,3.705506512
SN152,CORAL,20,3.561318184
SN152,CORAL,20,31.20809493
SN152,CORAL,20,5.82026865
SN152,CORAL,20,5.601316005
SN152,CORAL,20,4.351683832
SN152,CORAL,20,4.319641981
SN152,CORAL,20,6.551890905
SN152,CORAL,20,4.832311591
SN152,CORAL,20,4.22351643
SN152,CORAL,20,5.873671735
SN152,CORAL,20,4.180793962
SN152,CORAL,20,5.163410713
SN152,CORAL,20,6.717440466
SN152,CORAL,20,4.955138685
SN152,CORAL,20,10.4770176
SN152,CORAL,20,3.662784044
SN152,CORAL,20,4.570636478
SN152,CORAL,20,4.378385374
SN152,CORAL,20,18.40737562
SN152,CORAL,20,3.443831399
SN152,CORAL,20,6.728121083
SN152,CORAL,20,4.891054983
SN152,CORAL,20,4.287600131
SN152,CORAL,20,19.26182497
SN152,CORAL,20,7.000476813
SN152,CORAL,20,20.45271375
SN152,CORAL,20,4.746866656
SN152,CORAL,20,10.91492289
SN152,CORAL,20,4.917756526
SN152,CORAL,20,5.371682742
SN152,CORAL,20,27.82767969
SN152,CORAL,20,4.025925018
SN152,CORAL,20,3.88173669
SN152,CORAL,20,6.039221296
SN152,CORAL,20,3.764249905
SN152,CORAL,20,4.282259822
SN152,CORAL,20,5.07262547
SN152,CORAL,20,4.522573702
SN152,CORAL,20,4.586657403
SN152,CORAL,20,4.565296169
SN152,CORAL,20,5.019222386
SN152,CORAL,20,7.032518664
SN152,CORAL,20,5.740164024
SN152,CORAL,20,3.700166203
SN152,CORAL,20,4.549275244
SN152,CORAL,20,7.790842461
SN152,CORAL,20,3.204185058
SN152,CORAL,20,3.177483516
SN152,CORAL,20,4.656748951
SN152,CORAL,20,4.341670754
SN152,CORAL,20,3.423137704
SN152,CORAL,20,4.266906436
SN152,CORAL,20,3.445166476
SN152,CORAL,20,2.836371315
SN152,CORAL,20,2.900455016
SN152,CORAL,20,3.584014495
SN152,CORAL,20,2.638779903
SN152,CORAL,20,18.86797722
SN152,CORAL,20,2.361083865
SN152,CORAL,20,2.008623508
SN152,CORAL,20,3.108727045
SN152,CORAL,20,3.108727045
SN152,CORAL,20,3.450506784
SN152,CORAL,25,1.479265435
SN152,CORAL,25,0.806386573
SN152,CORAL,25,2.296332625
SN152,CORAL,25,1.890469184
SN152,CORAL,25,1.233611247
SN152,CORAL,25,1.831725792
SN152,CORAL,25,1.644814996
SN152,CORAL,25,1.821045175
SN152,CORAL,25,2.344395401
SN152,CORAL,25,0.870470274
SN152,CORAL,25,0.672878862
SN152,CORAL,25,1.639474688
SN152,CORAL,25,1.036019835
SN152,CORAL,25,2.301672933
SN152,CORAL,25,1.388480192
SN152,CORAL,25,0.977276443
SN152,CORAL,25,0.720941638
SN152,CORAL,25,1.436542968
SN152,CORAL,25,0.870470274
SN152,CORAL,25,2.2803117
SN152,CORAL,25,2.248269849
SN152,CORAL,25,3.626069424
SN152,CORAL,25,2.883766552
iFAST,AMBER,-5,1.607379196
iFAST,AMBER,-5,1.275203198
iFAST,AMBER,-5,1.425409201
iFAST,AMBER,-5,1.312350919
iFAST,AMBER,-5,0.889728296
iFAST,AMBER,-5,1.036165689
iFAST,AMBER,-5,0.822700887
iFAST,AMBER,-5,0.878691654
iFAST,AMBER,-5,0.958370824
iFAST,AMBER,-5,0.921223103
iFAST,AMBER,-5,0.93414405
iFAST,AMBER,-5,1.116114045
iFAST,AMBER,-5,0.95567896
iFAST,AMBER,-5,1.134418719
iFAST,AMBER,-5,0.893227719
iFAST,AMBER,-5,1.021898811
iFAST,AMBER,-5,1.000902273
iFAST,AMBER,-5,1.008977864
iFAST,AMBER,-5,0.858098896
iFAST,AMBER,-5,0.846793068
iFAST,AMBER,-5,0.871019843
iFAST,AMBER,-5,0.933471084
iFAST,AMBER,-5,0.791340673
iFAST,AMBER,-5,0.912474546
iFAST,AMBER,-5,0.89578499
iFAST,AMBER,-5,0.869404724
iFAST,AMBER,-5,0.829026767
iFAST,AMBER,2,10.61982159
iFAST,AMBER,2,7.750833107
iFAST,AMBER,2,10.37109337
iFAST,AMBER,2,6.784453988
iFAST,AMBER,2,10.06637438
iFAST,AMBER,2,9.068231271
iFAST,AMBER,2,8.225677889
iFAST,AMBER,2,9.611449394
iFAST,AMBER,2,13.71115802
iFAST,AMBER,2,5.740309913
iFAST,AMBER,2,6.758372818
iFAST,AMBER,2,14.85711437
iFAST,AMBER,5,5.679967299
iFAST,AMBER,5,7.431293914
iFAST,AMBER,5,7.582038289
iFAST,AMBER,5,4.39864011
iFAST,AMBER,5,6.135430661
iFAST,AMBER,5,7.689712843
iFAST,AMBER,5,6.500985771
iFAST,AMBER,5,7.741665815
iFAST,AMBER,5,7.134381332
iFAST,AMBER,5,11.45105419
iFAST,AMBER,5,11.41821345
iFAST,AMBER,5,20.78879337
iFAST,AMBER,5,15.06319898
iFAST,AMBER,5,12.6825146
iFAST,AMBER,5,18.67029653
iFAST,AMBER,5,19.89078759
iFAST,AMBER,5,19.81110842
iFAST,AMBER,5,19.83856544
iFAST,AMBER,5,11.60576906
iFAST,AMBER,5,20.03453312
iFAST,AMBER,5,17.37874026
iFAST,AMBER,5,14.97167561
iFAST,AMBER,5,12.70943324
iFAST,AMBER,10,4.686063872
iFAST,AMBER,10,3.943647824
iFAST,AMBER,10,5.395639181
iFAST,AMBER,10,3.570555496
iFAST,AMBER,10,4.976785167
iFAST,AMBER,10,4.352811128
iFAST,AMBER,10,5.20882383
iFAST,AMBER,10,5.767654763
iFAST,AMBER,10,5.391332198
iFAST,AMBER,10,7.648190843
iFAST,AMBER,10,5.362798442
iFAST,AMBER,10,6.419085813
iFAST,AMBER,10,4.436258907
iFAST,AMBER,10,4.074472407
iFAST,AMBER,10,3.430915059
iFAST,AMBER,10,3.117582108
iFAST,AMBER,10,3.540743104
iFAST,AMBER,10,3.190262432
iFAST,AMBER,10,3.997283211
iFAST,AMBER,10,3.716252626
iFAST,AMBER,10,2.843011996
iFAST,AMBER,10,2.964684242
iFAST,AMBER,10,3.47775349
iFAST,AMBER,10,3.122427463
iFAST,AMBER,10,3.790009696
iFAST,AMBER,10,3.61773041
iFAST,AMBER,10,3.75393872
iFAST,AMBER,10,5.514417673
iFAST,AMBER,10,8.383944528
iFAST,AMBER,10,5.188702148
iFAST,AMBER,10,4.997041442
iFAST,AMBER,10,3.248406691
iFAST,AMBER,10,3.682873515
iFAST,AMBER,10,4.291773116
iFAST,AMBER,10,4.655713107
iFAST,AMBER,10,3.834156263
iFAST,AMBER,15,3.479099422
iFAST,AMBER,15,2.106787236
iFAST,AMBER,15,2.64246814
iFAST,AMBER,15,2.986488339
iFAST,AMBER,15,4.064310621
iFAST,AMBER,15,3.28043987
iFAST,AMBER,15,2.825514881
iFAST,AMBER,15,3.236293303
iFAST,AMBER,15,3.860267342
iFAST,AMBER,15,3.463486612
iFAST,AMBER,15,2.895503341
iFAST,AMBER,15,3.03036572
iFAST,AMBER,15,5.744841217
iFAST,AMBER,15,2.518373217
iFAST,AMBER,15,4.005358803
iFAST,AMBER,15,3.395382457
iFAST,AMBER,15,2.970606342
iFAST,AMBER,15,2.591591913
iFAST,AMBER,15,3.050285512
iFAST,AMBER,15,2.220653076
iFAST,AMBER,15,3.558509405
iFAST,AMBER,15,3.641957184
iFAST,AMBER,15,4.05542747
iFAST,AMBER,15,4.304155689
iFAST,AMBER,15,3.052977376
iFAST,AMBER,20,1.848839383
iFAST,AMBER,20,1.633490276
iFAST,AMBER,20,2.025964024
iFAST,AMBER,20,1.874142903
iFAST,AMBER,20,2.427590109
iFAST,AMBER,20,1.874681276
iFAST,AMBER,20,2.295150408
iFAST,AMBER,20,2.050190798
iFAST,AMBER,20,2.090568756
iFAST,AMBER,20,2.031886124
iFAST,AMBER,20,2.779685899
iFAST,AMBER,20,2.392057506
iFAST,AMBER,20,7.788167763
iFAST,AMBER,20,1.344451396
iFAST,AMBER,20,1.58833426
iFAST,AMBER,20,1.835985733
iFAST,AMBER,20,1.710006505
iFAST,AMBER,20,2.055641823
iFAST,AMBER,20,2.284450249
iFAST,AMBER,20,1.364371188
iFAST,AMBER,20,1.469892251
iFAST,AMBER,20,1.996959191
iFAST,AMBER,20,1.615791271
iFAST,AMBER,20,2.259685102
iFAST,AMBER,20,1.616868016
iFAST,AMBER,20,1.937199814
iFAST,AMBER,20,2.024954575
iFAST,AMBER,20,2.459959772
iFAST,AMBER,20,3.121081531
iFAST,AMBER,20,2.809902071
iFAST,AMBER,20,2.113247709
iFAST,AMBER,20,1.682011121
iFAST,AMBER,20,1.523191155
iFAST,AMBER,20,1.620098253
iFAST,AMBER,20,1.805836858
iFAST,AMBER,20,1.516730682
iFAST,AMBER,20,1.587795887
iFAST,AMBER,20,1.792915912
iFAST,AMBER,20,2.036798776
iFAST,AMBER,20,2.682307725
iFAST,AMBER,20,3.394574897
iFAST,AMBER,20,2.128322146
iFAST,AMBER,20,1.68954834
iFAST,AMBER,20,1.287383882
iFAST,AMBER,20,2.310830515
iFAST,AMBER,20,1.989960345
iFAST,AMBER,20,1.997497564
iFAST,AMBER,20,1.952072361
iFAST,AMBER,20,2.880227014
iFAST,AMBER,20,1.861087363
iFAST,AMBER,20,2.262175076
iFAST,AMBER,20,2.660032552
iFAST,AMBER,20,2.172266824
iFAST,AMBER,20,1.636047546
iFAST,AMBER,20,1.500915981
iFAST,AMBER,20,1.71464997
iFAST,AMBER,20,1.541293939
iFAST,AMBER,20,2.198647089
iFAST,AMBER,20,1.470767106
iFAST,AMBER,20,1.948842125
iFAST,AMBER,20,1.272645928
iFAST,AMBER,25,7.684665598
iFAST,AMBER,25,6.0318612
iFAST,AMBER,25,8.5466004
iFAST,AMBER,25,1.695806924
iFAST,AMBER,25,3.413216054
iFAST,AMBER,25,8.080369583
iFAST,AMBER,25,4.324210075
iFAST,AMBER,25,3.982343367
iFAST,AMBER,25,1.827775548
iFAST,AMBER,25,3.29053436
iFAST,AMBER,25,2.122803825
iFAST,AMBER,25,4.079788838
iFAST,AMBER,25,6.031390123
iFAST,AMBER,25,3.225929628
iFAST,AMBER,25,3.319606489
iFAST,AMBER,25,2.247227754
iFAST,AMBER,25,2.22300098
iFAST,AMBER,25,3.183457998
iFAST,AMBER,25,4.484166606
iFAST,AMBER,25,5.121599964
iFAST,AMBER,25,2.433504732
iFAST,AMBER,25,2.26391731
iFAST,AMBER,25,2.306448759
iFAST,AMBER,25,2.36513139
iFAST,AMBER,25,2.548178132
iFAST,AMBER,25,2.100790361
SN152,AMBER,-5,0.719652826
SN152,AMBER,-5,0.847521314
SN152,AMBER,-5,0.787849353
SN152,AMBER,-5,0.88879816
SN152,AMBER,-5,0.896874064
SN152,AMBER,-5,2.146844621
SN152,AMBER,-5,0.825985569
SN152,AMBER,-5,0.673889367
SN152,AMBER,-5,0.986606337
SN152,AMBER,-5,0.835856119
SN152,AMBER,-5,0.869505721
SN152,AMBER,-5,0.895976741
SN152,AMBER,-5,0.913923196
SN152,AMBER,-5,2.215994553
SN152,AMBER,-5,2.323224619
SN152,AMBER,-5,1.032425878
SN152,AMBER,-5,0.974548563
SN152,AMBER,-5,0.987559742
SN152,AMBER,-5,1.231631523
SN152,AMBER,-5,0.953012817
SN152,AMBER,-5,0.847128736
SN152,AMBER,-5,0.87494574
SN152,AMBER,-5,0.967818642
SN152,AMBER,-5,1.132477362
SN152,AMBER,-5,0.937758331
SN152,AMBER,-5,1.060691544
SN152,AMBER,-5,1.080432644
SN152,AMBER,-5,1.03960446
SN152,AMBER,-5,0.996084308
SN152,AMBER,-5,1.106455003
SN152,AMBER,-5,0.907249358
SN152,AMBER,-5,0.802711261
SN152,AMBER,-5,1.016274069
SN152,AMBER,-5,0.954807463
SN152,AMBER,-5,0.885208869
SN152,AMBER,-5,0.705744324
SN152,AMBER,-5,0.984811691
SN152,AMBER,-5,0.98436303
SN152,AMBER,-5,1.010385389
SN152,AMBER,-5,0.874889657
SN152,AMBER,-5,0.811179744
SN152,AMBER,-5,0.817012342
SN152,AMBER,-5,0.948918782
SN152,AMBER,-5,0.878478948
SN152,AMBER,-5,0.900463355
SN152,AMBER,-5,0.95161075
SN152,AMBER,-5,0.588643708
SN152,AMBER,-5,1.034164441
SN152,AMBER,-5,0.845726669
SN152,AMBER,-5,1.046278298
SN152,AMBER,2,2.794038636
SN152,AMBER,2,5.034204821
SN152,AMBER,2,5.880380151
SN152,AMBER,2,3.683285457
SN152,AMBER,2,2.685911248
SN152,AMBER,2,2.702511718
SN152,AMBER,2,3.141751193
SN152,AMBER,2,3.957866211
SN152,AMBER,2,4.723731158
SN152,AMBER,2,2.05778534
SN152,AMBER,2,2.045222822
SN152,AMBER,2,3.528497287
SN152,AMBER,2,3.852879453
SN152,AMBER,2,3.875312521
SN152,AMBER,2,4.42178206
SN152,AMBER,2,5.975945021
SN152,AMBER,2,5.457292486
SN152,AMBER,2,2.80166588
SN152,AMBER,2,2.86425414
SN152,AMBER,2,2.478405368
SN152,AMBER,2,3.157678671
SN152,AMBER,2,2.729655731
SN152,AMBER,2,3.533656893
SN152,AMBER,2,3.290482434
SN152,AMBER,2,3.335348571
SN152,AMBER,2,2.685686917
SN152,AMBER,2,2.822079972
SN152,AMBER,2,3.555192638
SN152,AMBER,5,7.063444082
SN152,AMBER,5,6.849432612
SN152,AMBER,5,8.302646766
SN152,AMBER,5,2.442232045
SN152,AMBER,5,2.374035518
SN152,AMBER,5,8.300403459
SN152,AMBER,5,6.834178125
SN152,AMBER,5,4.903588281
SN152,AMBER,5,3.290875013
SN152,AMBER,5,7.459836396
SN152,AMBER,5,6.318441889
SN152,AMBER,5,5.613146227
SN152,AMBER,5,6.046104442
SN152,AMBER,5,2.12099051
SN152,AMBER,5,1.797057006
SN152,AMBER,5,1.415694847
SN152,AMBER,5,1.523822236
SN152,AMBER,5,2.002992571
SN152,AMBER,5,1.244306207
SN152,AMBER,5,1.189569521
SN152,AMBER,5,1.276161164
SN152,AMBER,5,1.480750745
SN152,AMBER,5,2.251102305
SN152,AMBER,5,1.184185584
SN152,AMBER,5,1.583494197
SN152,AMBER,5,2.055934612
SN152,AMBER,5,1.343909029
SN152,AMBER,5,1.222770461
SN152,AMBER,10,2.296597813
SN152,AMBER,10,1.496185942
SN152,AMBER,10,1.374150052
SN152,AMBER,10,1.675650487
SN152,AMBER,10,2.619633995
SN152,AMBER,10,3.214558962
SN152,AMBER,10,1.35710092
SN152,AMBER,10,10.56031074
SN152,AMBER,10,11.71471643
SN152,AMBER,10,8.827131899
SN152,AMBER,10,6.353213144
SN152,AMBER,10,11.19920452
SN152,AMBER,10,8.461472888
SN152,AMBER,10,9.073446987
SN152,AMBER,10,3.584075214
SN152,AMBER,10,8.192107822
SN152,AMBER,10,6.448161105
SN152,AMBER,10,6.873492077
SN152,AMBER,10,7.485914837
SN152,AMBER,10,6.953802461
SN152,AMBER,10,7.28940116
SN152,AMBER,15,1.143525648
SN152,AMBER,15,1.920158467
SN152,AMBER,15,1.178521235
SN152,AMBER,15,1.234603905
SN152,AMBER,15,0.682301767
SN152,AMBER,15,1.323438855
SN152,AMBER,15,1.182559187
SN152,AMBER,15,1.211273514
SN152,AMBER,15,1.579119749
SN152,AMBER,15,1.448110631
SN152,AMBER,15,1.17128657
SN152,AMBER,15,1.712820835
SN152,AMBER,15,1.307230963
SN152,AMBER,15,1.138534291
SN152,AMBER,15,1.16455665
SN152,AMBER,15,1.664365408
SN152,AMBER,15,1.210320109
SN152,AMBER,15,1.266402779
SN152,AMBER,15,1.284349234
SN152,AMBER,15,1.420181461
SN152,AMBER,15,1.391915795
SN152,AMBER,15,1.356022886
SN152,AMBER,15,1.428257366
SN152,AMBER,15,3.066768662
SN152,AMBER,15,1.798851651
SN152,AMBER,15,1.559715145
SN152,AMBER,20,3.792814913
SN152,AMBER,20,2.191542509
SN152,AMBER,20,9.499787447
SN152,AMBER,20,7.079708056
SN152,AMBER,20,1.104436027
SN152,AMBER,20,1.726729337
SN152,AMBER,20,7.015549481
SN152,AMBER,20,7.100346479
SN152,AMBER,20,6.803332657
SN152,AMBER,20,6.906076109
SN152,AMBER,20,4.975654513
SN152,AMBER,20,7.246778331
SN152,AMBER,20,7.314077535
SN152,AMBER,20,5.650441202
SN152,AMBER,20,8.017129891
SN152,AMBER,20,2.566286912
SN152,AMBER,20,8.820177647
SN152,AMBER,20,3.043662602
SN152,AMBER,20,7.994192079
SN152,AMBER,20,8.188462449
SN152,AMBER,20,6.80613679
SN152,AMBER,20,7.34273578
SN152,AMBER,25,0.703388851
SN152,AMBER,25,0.855485053
SN152,AMBER,25,0.572828395
SN152,AMBER,25,1.028668339
SN152,AMBER,25,0.857279699
SN152,AMBER,25,0.716400031
SN152,AMBER,25,0.770688056
SN152,AMBER,25,1.545526229
SN152,AMBER,25,1.273637443
SN152,AMBER,25,0.681404445
SN152,AMBER,25,0.632051695
SN152,AMBER,25,0.719989322
SN152,AMBER,25,0.628462404
SN152,AMBER,25,0.689031688
SN152,AMBER,25,0.971688346
SN152,AMBER,25,0.824976081
SN152,AMBER,25,0.853241747
SN152,AMBER,25,0.917400321
SN152,AMBER,25,1.316260273
SN152,AMBER,25,0.689929011
SN152,AMBER,25,0.770688056
SN152,AMBER,25,4.268171626
SN152,AMBER,25,5.024166023
SN152,AMBER,25,7.151269543
SN152,AMBER,25,7.536669654
SN152,AMBER,25,6.796827067
SN152,AMBER,25,7.356756448
SN152,AMBER,25,8.09166376
SN152,AMBER,25,7.855219222
SN152,AMBER,25,3.653056898
SN152,AMBER,25,2.084088113
SN152,AMBER,25,1.134720669
SN152,AMBER,25,2.028454104
SN152,AMBER,25,1.722915716
SN152,AMBER,25,1.258999867
SN152,AMBER,25,4.685426694
SN152,AMBER,25,7.25221835
SN152,AMBER,25,8.039619042
SN152,AMBER,25,2.197599437
SN152,AMBER,25,6.892840598
SN152,AMBER,25,3.666068078
SN152,AMBER,25,1.346937494
SN152,AMBER,25,8.254079173
SN152,AMBER,25,1.970128126
SN152,AMBER,25,1.370716546
SN152,AMBER,25,1.665487061
SN152,AMBER,25,7.886625517
SN152,AMBER,25,7.634477831
SN152,AMBER,25,2.055373785
SN152,AMBER,25,1.244642703
SN152,AMBER,25,1.8032261
SN152,AMBER,25,1.372959853
SN152,AMBER,25,7.090700259
SN152,AMBER,25,6.415464909
SN152,AMBER,25,7.490906195
SN152,AMBER,25,6.481418129
SN152,AMBER,25,3.37398953
SN152,AMBER,25,1.513839521
SN152,AMBER,25,1.664589738
SN152,AMBER,25,1.565884239
SN152,AMBER,25,1.18452208
SN152,AMBER,25,1.342002219
SN152,AMBER,25,1.096135792
SN152,AMBER,25,1.274254353
SN152,AMBER,25,0.889751565
SN152,AMBER,25,2.034286701
SN152,AMBER,25,1.097930437
SN152,AMBER,25,1.443848348
SN152,AMBER,25,1.363986625
SN152,AMBER,25,1.182727435
SN152,AMBER,25,0.932374394
SN152,AMBER,25,1.330337023
SN152,AMBER,25,1.002814228
SN152,AMBER,25,0.958396753
